Description,Price,Bedrooms,Bathrooms,Parking Spaces,Square Footage,Acres,Year Built,Type,Sub-Type,Style,Address,Community,City,Province,Postal Code
2 Bedrooms 2 Bathrooms Single Level Apartment,213000.0,2,2,0,1037.0,0.01,2005,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 320 4831 104a Street Nw,Empire Park,Edmonton,Alberta,T6H 0R5
2 Bedrooms 2 Bathrooms Single Level Apartment,227000.0,2,2,0,840.0,0.0,2010,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 409 10518 113 Street Nw,Queen Mary Park,Edmonton,Alberta,T5H 0C6
2 Bedrooms 1 Bathrooms Single Level Apartment,125000.0,2,1,0,800.0,0.01,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 101 11450 40 Avenue Nw,Royal Gardens,Edmonton,Alberta,T6J 0T9
2 Bedrooms 1 Bathrooms Single Level Apartment,138000.0,2,1,0,905.0,0.0,1990,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 103 6310 101 Avenue Nw,Terrace Heights,Edmonton,Alberta,T6A 0H5
2 Bedrooms 2 Bathrooms Single Level Apartment,399900.0,2,2,0,976.0,0.02,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 207 8631 108 Street Nw,Garneau,Edmonton,Alberta,T6E 4M5
2 Bedrooms 2 Bathrooms Single Level Apartment,189900.0,2,2,0,1065.0,0.25,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 116 13111 140 Avenue Nw,Pembina,Edmonton,Alberta,T6V 0B1
2 Bedrooms 2 Bathrooms Single Level Apartment,225000.0,2,2,0,1197.0,0.0,2014,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 218 14808 125 Street Nw,Baranow,Edmonton,Alberta,T5X 0G1
2 Bedrooms 2 Bathrooms Single Level Apartment,164000.0,2,2,0,746.0,0.0,1994,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 373 10520 120 Street Nw,Queen Mary Park,Edmonton,Alberta,T5H 4L9
2 Bedrooms 2 Bathrooms Single Level Apartment,195000.0,2,2,0,858.0,0.0,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 14608 125 Street Nw,Baranow,Edmonton,Alberta,T5X 0B5
2 Bedrooms 2 Bathrooms Single Level Apartment,211900.0,2,2,1,1171.0,0.0,1992,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 205 6220 Fulton Road Nw,Fulton Place,Edmonton,Alberta,T6A 3G4
1 Bedrooms 1 Bathrooms Single Level Apartment,134900.0,1,1,1,668.0,0.01,1979,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 23 10208 113 Street Nw,Oliver,Edmonton,Alberta,T5K 1P4
2 Bedrooms 1 Bathrooms Single Level Apartment,154000.0,2,1,0,963.0,0.0,2002,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,Nw,Riverdale,Edmonton,Alberta,T5H 4R1
2 Bedrooms 2 Bathrooms Single Level Apartment,184900.0,2,2,1,948.0,0.03,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 203 6220 134 Avenue Nw,Belvedere,Edmonton,Alberta,T5A 0A8
2 Bedrooms 2 Bathrooms Single Level Apartment,169900.0,2,2,1,958.0,0.0,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 113 6220 134 Avenue Nw,Belvedere,Edmonton,Alberta,T5A 0A8
1 Bedrooms 1 Bathrooms Single Level Apartment,124999.0,1,1,0,810.0,0.0,1997,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 105 11308 130 Avenue Nw,Lauderdale,Edmonton,Alberta,T5E 6L2
2 Bedrooms 1 Bathrooms Single Level Apartment,154900.0,2,1,1,990.0,0.02,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 216 592 Hooke Road Nw,Canon Ridge,Edmonton,Alberta,T5A 5H2
2 Bedrooms 2 Bathrooms Single Level Apartment,194900.0,2,2,0,862.0,0.02,2014,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 211 12650 142 Avenue Nw,Baranow,Edmonton,Alberta,T5X 0J4
2 Bedrooms 2 Bathrooms 2 Storey,110000.0,2,2,0,980.0,0.04,1971,Condo / Townhouse,Lowrise Apartment,2 Storey,# 206 7805 159 Street Nw,Patricia Heights,Edmonton,Alberta,T5R 2E1
2 Bedrooms 1 Bathrooms Single Level Apartment,121000.0,2,1,1,861.0,0.0,1976,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 201 4601 131 Avenue Nw,Sifton Park,Edmonton,Alberta,T5A 3G7
2 Bedrooms 2 Bathrooms Single Level Apartment,285000.0,2,2,0,1182.0,0.02,2002,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 9503 101 Avenue Nw Nw,Riverdale,Edmonton,Alberta,T5K 0W7
2 Bedrooms 1 Bathrooms Single Level Apartment,195000.0,2,1,1,872.0,0.02,1995,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 313 2011 137 Avenue Nw Nw,Kernohan,Edmonton,Alberta,T5A 4W2
2 Bedrooms 1 Bathrooms Single Level Apartment,117000.0,2,1,0,767.0,0.02,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 101 8021 115 Avenue Nw,Parkdale,Edmonton,Alberta,T5B 4W7
2 Bedrooms 2 Bathrooms Single Level Apartment,285000.0,2,2,0,1173.0,0.03,2001,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 113 8956 156 Street Nw,Meadowlark Park,Edmonton,Alberta,T5R 5Z6
1 Bedrooms 1 Bathrooms Single Level Apartment,215000.0,1,1,1,612.0,0.01,2013,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 111 10523 123 Street Nw,Westmount,Edmonton,Alberta,T5N 1N9
1 Bedrooms 1 Bathrooms Single Level Apartment,274900.0,1,1,0,468.0,0.0,2019,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 304 11503 76 Avenue Nw,Belgravia,Edmonton,Alberta,T6G 0K6
3 Bedrooms 1 Bathrooms Single Level Apartment,150000.0,3,1,0,819.0,0.0,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 103 10225 117 Street N Nw,Oliver,Edmonton,Alberta,T5K 1X7
1 Bedrooms 1 Bathrooms Single Level Apartment,59000.0,1,1,1,645.0,0.01,1979,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 301 10555 93 Street Nw,Boyle Street,Edmonton,Alberta,T5H 4C1
1 Bedrooms 1 Bathrooms Single Level Apartment,134900.0,1,1,1,850.0,0.0,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 214 4316 139 Avenue Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0L1
2 Bedrooms 2 Bathrooms Single Level Apartment,189900.0,2,2,0,990.0,0.02,1999,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 412 17150 94a Avenue Nw,Summerlea,Edmonton,Alberta,T5T 6L7
2 Bedrooms 3 Bathrooms Single Level Apartment,695000.0,2,3,2,1329.0,0.0,2016,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 206 11710 87 Avenue Nw Nw,Windsor Park,Edmonton,Alberta,T6G 0Y3
2 Bedrooms 2 Bathrooms Single Level Apartment,169900.0,2,2,0,861.0,0.01,2004,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 217 16807 100 Avenue Nw,Glenwood,Edmonton,Alberta,T5P 4Z6
2 Bedrooms 2 Bathrooms Single Level Apartment,325000.0,2,2,2,1088.0,0.01,2002,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 419 9507 101 Avenue Nw,Riverdale,Edmonton,Alberta,T5H 4R1
2 Bedrooms 2 Bathrooms Single Level Apartment,825000.0,2,2,2,1446.0,0.0,1977,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 5 11960 100 Avenue Nw,Oliver,Edmonton,Alberta,T5K 0K5
2 Bedrooms 2 Bathrooms Single Level Apartment,300000.0,2,2,1,822.0,0.0,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 416 10333 112 Street Nw Nw,Oliver,Edmonton,Alberta,T5K 0B4
2 Bedrooms 1 Bathrooms Single Level Apartment,179900.0,2,1,0,812.0,0.0,1978,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 404 10547 83 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2E1
1 Bedrooms 1 Bathrooms Single Level Apartment,209900.0,1,1,1,701.0,0.01,2010,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 317 10520 56 Avenue Nw,Pleasantview,Edmonton,Alberta,T6H 0X7
1 Bedrooms 1 Bathrooms Single Level Apartment,55000.0,1,1,0,578.0,0.0,1965,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 6 10640 108 Street Nw,Central Mcdougall,Edmonton,Alberta,T5H 3A1
2 Bedrooms 1 Bathrooms Single Level Apartment,179900.0,2,1,1,1001.0,0.03,1997,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 442 13441 127 Street Nw,Kensington,Edmonton,Alberta,T5L 5B6
2 Bedrooms 2 Bathrooms Single Level Apartment,189900.0,2,2,0,838.0,0.02,2007,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 2216 320 Clareview Station Drive Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0E5
2 Bedrooms 2 Bathrooms Single Level Apartment,191000.0,2,2,0,904.0,0.0,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 349 301 Clareview Station Drive Nw,Clareview Town Centre,Edmonton,Alberta,T4E 2Y7
1 Bedrooms 1 Bathrooms Single Level Apartment,198000.0,1,1,0,803.0,0.02,1999,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 8922 156 Street Nw,Meadowlark Park,Edmonton,Alberta,T5R 5Z3
2 Bedrooms 1 Bathrooms Single Level Apartment,124900.0,2,1,1,867.0,0.01,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 202 11415 41 Avenue Nw,Royal Gardens,Edmonton,Alberta,T6J 0T9
2 Bedrooms 2 Bathrooms Single Level Apartment,215000.0,2,2,1,979.0,0.0,2005,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 403 10503 98 Avenue Nw,Downtown,Edmonton,Alberta,T5K 0B2
3 Bedrooms 2 Bathrooms Single Level Apartment,299999.0,3,2,0,1041.0,0.0,1992,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 202 8503 108 Street Nw,Garneau,Edmonton,Alberta,T6E 6J9
2 Bedrooms 2 Bathrooms Single Level Apartment,205970.0,2,2,1,1028.0,0.0,2001,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 410 10951 124 Street Nw,Westmount,Edmonton,Alberta,T5M 4E1
1 Bedrooms 1 Bathrooms Single Level Apartment,148800.0,1,1,0,658.0,0.0,1969,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 201 10633 81 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1Y1
2 Bedrooms 2 Bathrooms Single Level Apartment,182500.0,2,2,0,910.0,0.02,2014,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,Nw,Baranow,Edmonton,Alberta,T5X 0J4
2 Bedrooms 2 Bathrooms Single Level Apartment,399900.0,2,2,1,1200.0,0.02,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 304 8631 108 Street Nw,Garneau,Edmonton,Alberta,T6E 4M5
1 Bedrooms 1 Bathrooms Single Level Apartment,175000.0,1,1,3,768.0,0.0,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 102 9820 165 Street S Nw,Glenwood,Edmonton,Alberta,T5P 0N3
2 Bedrooms 2 Bathrooms Single Level Apartment,274000.0,2,2,1,1127.0,0.02,1993,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 204 7725 108 Street Nw,Queen Alexandra,Edmonton,Alberta,T6E 4L9
2 Bedrooms 2 Bathrooms Single Level Apartment,375000.0,2,2,0,923.0,0.01,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 205 11103 84 Avenue Nw,Garneau,Edmonton,Alberta,T6G 2X4
2 Bedrooms 1 Bathrooms Single Level Apartment,98500.0,2,1,0,808.0,0.0,1971,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 203 10140 151 Street Nw,Canora,Edmonton,Alberta,T5P 1T5
2 Bedrooms 1 Bathrooms Single Level Apartment,149000.0,2,1,1,961.0,0.0,1973,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 403 10740 105 Street Nw,Central Mcdougall,Edmonton,Alberta,T5H 4M8
2 Bedrooms 2 Bathrooms Single Level Apartment,249000.0,2,2,0,1166.0,0.02,2000,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 209 8942 156 Street Nw,Meadowlark Park,Edmonton,Alberta,T5R 5Z5
2 Bedrooms 2 Bathrooms Single Level Apartment,299900.0,2,2,1,1227.0,0.02,1999,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 200 7839 96 Street Nw,Ritchie,Edmonton,Alberta,T6C 4R4
2 Bedrooms 2 Bathrooms Single Level Apartment,189000.0,2,2,0,1051.0,0.02,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 315 4304 139 Avenue Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0H6
2 Bedrooms 2 Bathrooms Single Level Apartment,269900.0,2,2,2,824.0,0.0,2007,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 11203 103a Avenue Nw,Oliver,Edmonton,Alberta,T5K 2E4
1 Bedrooms 1 Bathrooms Single Level Apartment,149900.0,1,1,1,841.0,0.02,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 329 592 Hooke Road Nw,Canon Ridge,Edmonton,Alberta,T5A 5H2
2 Bedrooms 2 Bathrooms Single Level Apartment,179000.0,2,2,1,1182.0,0.0,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 213 4316 139 Avenue Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0L1
1 Bedrooms 1 Bathrooms Single Level Apartment,69900.0,1,1,0,481.0,0.02,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 301 10616 156 Street Nw,Britannia Youngstown,Edmonton,Alberta,T5P 2S1
1 Bedrooms 1 Bathrooms Single Level Apartment,65000.0,1,1,0,637.0,0.0,1962,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 4 6205 98 Avenue Nw,Ottewell,Edmonton,Alberta,T6A 0A3
2 Bedrooms 1 Bathrooms Single Level Apartment,150000.0,2,1,0,896.0,0.02,1981,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 101 8527 82 Avenue Nw,King Edward Park,Edmonton,Alberta,T6C 0Y7
2 Bedrooms 2 Bathrooms Single Level Apartment,324900.0,2,2,0,1076.0,0.02,2005,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 201 11120 68 Avenue Nw,Parkallen,Edmonton,Alberta,T6H 2C2
1 Bedrooms 2 Bathrooms Single Level Apartment,119900.0,1,2,0,581.0,0.0,2005,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 205 9336 Jasper Avenue Nw,Boyle Street,Edmonton,Alberta,T5H 3T5
1 Bedrooms 1 Bathrooms Single Level Apartment,141500.0,1,1,1,872.0,0.02,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 405 592 Hooke Road Nw,Canon Ridge,Edmonton,Alberta,T5A 5H2
2 Bedrooms 2 Bathrooms Single Level Apartment,259900.0,2,2,0,924.0,0.0,2010,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 100 10808 71 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 0X7
1 Bedrooms 1 Bathrooms Single Level Apartment,126000.0,1,1,0,642.0,0.0,2010,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 211 2208 44 Avenue Nw,Larkspur,Edmonton,Alberta,T6T 0G6
2 Bedrooms 2 Bathrooms Single Level Apartment,223500.0,2,2,0,1074.0,0.0,2000,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 101 8942 156 Street Nw,Meadowlark Park,Edmonton,Alberta,T5R 5Z5
1 Bedrooms 1 Bathrooms Single Level Apartment,132000.0,1,1,0,803.0,0.02,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 402 6220 134 Avenue Nw,Belvedere,Edmonton,Alberta,T5A 0A8
1 Bedrooms 1 Bathrooms Single Level Apartment,99800.0,1,1,1,578.0,0.0,2004,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 336 11325 83 Street Nw,Parkdale,Edmonton,Alberta,T5B 4W5
3 Bedrooms 2 Bathrooms Single Level Apartment,254900.0,3,2,0,1514.0,0.02,1981,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,Nw,Oliver,Edmonton,Alberta,T5K 1Z1
2 Bedrooms 2 Bathrooms Single Level Apartment,199900.0,2,2,0,1047.0,0.02,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 203 9820 165 Street Nw,Glenwood,Edmonton,Alberta,T5P 0N3
1 Bedrooms 2 Bathrooms Single Level Apartment,224900.0,1,2,0,868.0,0.01,2013,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 308 10611 117 Street Nw,Queen Mary Park,Edmonton,Alberta,T5G 0G6
1 Bedrooms 1 Bathrooms Single Level Apartment,237900.0,1,1,1,720.0,0.0,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 341 10121 80 Avenue Nw,Ritchie,Edmonton,Alberta,T6E 0B9
2 Bedrooms 2 Bathrooms Single Level Apartment,148900.0,2,2,1,813.0,0.02,2007,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 317 13625 34 Street Nw,Belmont,Edmonton,Alberta,T5A 0E3
2 Bedrooms 2 Bathrooms Single Level Apartment,385000.0,2,2,2,1122.0,0.0,1992,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 102 9316 82 Avenue Nw,Bonnie Doon,Edmonton,Alberta,T6C 0Z6
1 Bedrooms 1 Bathrooms Single Level Apartment,155000.0,1,1,0,624.0,0.0,1969,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 204 10633 81 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1Y1
1 Bedrooms 1 Bathrooms Single Level Apartment,115000.0,1,1,0,529.0,0.02,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 4 11935 106 Street Nw,Westwood,Edmonton,Alberta,T5G 2R4
1 Bedrooms 1 Bathrooms Single Level Apartment,149000.0,1,1,0,738.0,0.01,2005,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 2-409 4245 139 Avenue Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 3E8
1 Bedrooms 1 Bathrooms Single Level Apartment,119900.0,1,1,0,625.0,0.0,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 213 4407 23 Street Nw,Larkspur,Edmonton,Alberta,T6T 0B6
1 Bedrooms 1 Bathrooms Single Level Apartment,219900.0,1,1,1,689.0,0.0,2013,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 313 10523 123 Street Nw,Westmount,Edmonton,Alberta,T5N 1N9
1 Bedrooms 1 Bathrooms Single Level Apartment,114900.0,1,1,0,652.0,0.0,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 204 11430 40 Avenue Nw,Royal Gardens,Edmonton,Alberta,T6J 0R5
2 Bedrooms 1 Bathrooms Single Level Apartment,369900.0,2,1,0,688.0,0.01,2019,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 408 11503 76 Avenue Nw,Belgravia,Edmonton,Alberta,T6G 0K8
2 Bedrooms 2 Bathrooms Single Level Apartment,199900.0,2,2,2,855.0,0.02,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 329 301 Clareview Station Drive Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0J4
1 Bedrooms 1 Bathrooms Single Level Apartment,137500.0,1,1,0,607.0,0.0,2004,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 208 17003 67 Avenue Nw,Callingwood South,Edmonton,Alberta,T5T 6T5
1 Bedrooms 1 Bathrooms Single Level Apartment,125000.0,1,1,1,592.0,0.01,1971,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 107 10145 113 Street Nw,Oliver,Edmonton,Alberta,T5K 1P1
2 Bedrooms 2 Bathrooms Single Level Apartment,174000.0,2,2,0,969.0,0.02,2009,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 306 14604 125 Street Nw,Baranow,Edmonton,Alberta,T5X 0B4
1 Bedrooms 1 Bathrooms Single Level Apartment,137900.0,1,1,0,541.0,0.01,2002,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 422 10535 122 Street Nw,Westmount,Edmonton,Alberta,T5N 4B7
2 Bedrooms 2 Bathrooms Single Level Apartment,365000.0,2,2,1,1073.0,0.01,2000,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 307 11025 83 Avenue Nw,Garneau,Edmonton,Alberta,T6G 2V5
2 Bedrooms 2 Bathrooms Single Level Apartment,299000.0,2,2,0,1120.0,0.01,2013,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,Nw,Westmount,Edmonton,Alberta,T5N 1N9
2 Bedrooms 2 Bathrooms Single Level Apartment,280000.0,2,2,0,1075.0,0.01,2000,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 307 8909 100 Street Nw,Strathcona,Edmonton,Alberta,T6E 6T4
2 Bedrooms 1 Bathrooms Single Level Apartment,89500.0,2,1,0,807.0,0.03,1970,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 10 10146 154 Street Nw,Canora,Edmonton,Alberta,T2P 2H3
1 Bedrooms 1 Bathrooms Single Level Apartment,239900.0,1,1,1,744.0,0.01,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 306 9750 94 Street Nw,Cloverdale,Edmonton,Alberta,T6C 2E3
2 Bedrooms 2 Bathrooms Single Level Apartment,220000.0,2,2,1,1036.0,0.02,1993,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 46 9908 80 Avenue Nw,Ritchie,Edmonton,Alberta,T6E 6L7
1 Bedrooms 1 Bathrooms Single Level Apartment,54000.0,1,1,0,578.0,0.02,1968,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 304 10825 113 Street Nw,Queen Mary Park,Edmonton,Alberta,T5H 3J1
2 Bedrooms 2 Bathrooms Single Level Apartment,229900.0,2,2,2,921.0,0.02,2013,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 161 7805 71 Street Nw,King Edward Park,Edmonton,Alberta,T6B 3V6
2 Bedrooms 2 Bathrooms Single Level Apartment,265000.0,2,2,0,1159.0,0.02,2004,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 106 12111 51 Avenue Nw,Malmo Plains,Edmonton,Alberta,T6H 6A3
2 Bedrooms 1 Bathrooms Single Level Apartment,309800.0,2,1,1,910.0,0.0,2000,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 216 11039 83 Avenue Nw,Garneau,Edmonton,Alberta,T6G 2V6
3 Bedrooms 2 Bathrooms Single Level Apartment,164900.0,3,2,0,1322.0,0.0,2004,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 4312 139 Avenue Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 3J4
2 Bedrooms 2 Bathrooms Single Level Apartment,159000.0,2,2,1,950.0,0.0,1996,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 203 13450 114 Avenue Nw,Woodcroft,Edmonton,Alberta,T5M 4C4
1 Bedrooms 1 Bathrooms Single Level Apartment,104900.0,1,1,0,656.0,0.0,1968,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 210 8215 83 Avenue Nw,Idylwylde,Edmonton,Alberta,T6C 1A7
2 Bedrooms 2 Bathrooms Single Level Apartment,162500.0,2,2,2,806.0,0.0,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 417 309 Clareview Station Drive Nw,Clareview Town Centre,Edmonton,Alberta,T5Y 0C5
1 Bedrooms 1 Bathrooms Single Level Apartment,118550.0,1,1,0,667.0,0.02,1995,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 308 2011 137 Avenue Nw,Kernohan,Edmonton,Alberta,T5A 4W2
2 Bedrooms 2 Bathrooms Single Level Apartment,305000.0,2,2,1,1038.0,0.0,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 109 9811 96a Street Nw,Cloverdale,Edmonton,Alberta,T6A 4A4
2 Bedrooms 2 Bathrooms Single Level Apartment,174999.0,2,2,2,818.0,0.0,2007,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 315 13625 34 Street Nw,Belmont,Edmonton,Alberta,T5A 0E3
2 Bedrooms 2 Bathrooms Single Level Apartment,150000.0,2,2,0,818.0,0.02,1994,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 459 10520 120 Street Nw,Queen Mary Park,Edmonton,Alberta,T5H 4L9
1 Bedrooms 1 Bathrooms Single Level Apartment,59900.0,1,1,0,592.0,0.0,1982,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 409 6504 129 Avenue Nw,Belvedere,Edmonton,Alberta,T5A 0G3
2 Bedrooms 4 Bathrooms Single Level Apartment,329900.0,2,4,0,861.0,0.0,2017,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 103 10006 83 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2C2
2 Bedrooms 1 Bathrooms Single Level Apartment,159900.0,2,1,1,808.0,0.0,1979,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# G12 10148 118 Street Nw,Oliver,Edmonton,Alberta,T5K 1Y4
2 Bedrooms 2 Bathrooms Single Level Apartment,144900.0,2,2,2,872.0,0.02,2008,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 331 1180 Hyndman Road Nw Nw,Canon Ridge,Edmonton,Alberta,T5A 0P8
2 Bedrooms 2 Bathrooms Single Level Apartment,208800.0,2,2,1,825.0,0.01,2002,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 108 9938 104 Street Nw,Downtown,Edmonton,Alberta,T5K 2X7
2 Bedrooms 2 Bathrooms Single Level Apartment,259900.0,2,2,0,1033.0,0.01,2003,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 310 10411 122 Street Nw,Westmount,Edmonton,Alberta,T5N 4C2
2 Bedrooms 2 Bathrooms Single Level Apartment,169900.0,2,2,1,938.0,0.03,2006,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 225 6315 135 Avenue Nw,Belvedere,Edmonton,Alberta,T5A 0A8
